month,platform,category,represented_sors,automated_detection_numerator,automated_detection_rate,fully_automated_decision_numerator,fully_automated_decision_rate,any_automated_decision_numerator,decision_with_any_automation_rate
2025-08,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,380,93,0.24473684,91,0.23947368,91,0.23947368
2025-08,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,42980,5864,0.13643555,19423,0.45190786,19426,0.45197766
2025-08,TikTok,STATEMENT_CATEGORY_SELF_HARM,77179,69255,0.89732958,41909,0.5430104,41909,0.5430104
2025-08,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,66200,64340,0.97190332,56723,0.8568429,56723,0.8568429
2025-08,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,174,0,0.0,0,0.0,0,0.0
2025-08,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,960,3,0.003125,0,0.0,0,0.0
2025-08,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2886150,2857357,0.99002373,2618282,0.90718847,2818552,0.97657849
2025-08,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,1626473,1624499,0.99878633,7334,0.00450914,8469,0.00520697
2025-08,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,7134,7055,0.98892627,4,0.0005607,7044,0.98738436
2025-08,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,2983,2961,0.99262487,2668,0.89440161,2668,0.89440161
2025-08,YouTube,STATEMENT_CATEGORY_VIOLENCE,9055,8952,0.98862507,619,0.06836002,619,0.06836002
2025-08,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,5881,3059,0.52014963,0,0.0,3053,0.5191294
2025-08,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,114424,114410,0.99987765,0,0.0,114408,0.99986017
2025-08,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,1544115,1520389,0.98463456,164998,0.10685603,164998,0.10685603
2025-08,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,568597,560481,0.98572627,463439,0.81505706,525025,0.92336928
2025-08,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,41444,5697,0.1374626,77,0.00185793,25347,0.61159637
2025-08,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,20,1,0.05,0,0.0,0,0.0
2025-08,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,226,22,0.09734513,0,0.0,0,0.0
2025-08,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,44,0,0.0,0,0.0,0,0.0
2025-08,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2629972,2302802,0.87559944,0,0.0,2302802,0.87559944
2025-08,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,4949976,4912481,0.99242522,0,0.0,4912481,0.99242522
2025-08,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,98288,61822,0.62898828,0,0.0,61822,0.62898828
2025-08,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,1,0,0.0,0,0.0,0,0.0
2025-08,Instagram,STATEMENT_CATEGORY_VIOLENCE,669863,652412,0.9739484,0,0.0,652412,0.9739484
2025-08,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,940790,939909,0.99906355,0,0.0,939909,0.99906355
2025-08,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,112319,87658,0.78043786,0,0.0,87658,0.78043786
2025-08,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,274010,262210,0.95693588,0,0.0,262210,0.95693588
2025-08,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,26430,10406,0.39371926,0,0.0,10406,0.39371926
2025-08,Instagram,STATEMENT_CATEGORY_SELF_HARM,19338,13924,0.7200331,0,0.0,13924,0.7200331
2025-08,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,15746,11312,0.71840467,0,0.0,11312,0.71840467
2025-09,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,3503622,3430882,0.97923863,3261823,0.93098599,3261838,0.93099027
2025-09,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,93466,90931,0.97287784,77352,0.82759506,77352,0.82759506
2025-09,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,1136598,1117282,0.98300542,1103572,0.97094311,1103572,0.97094311
2025-09,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,277020,275662,0.99509783,272870,0.98501913,272870,0.98501913
2025-09,TikTok,STATEMENT_CATEGORY_VIOLENCE,147035,143344,0.97489713,135733,0.92313395,135733,0.92313395
2025-09,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,49038,47636,0.97140993,47757,0.9738774,47757,0.9738774
2025-09,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,135031,127587,0.94487192,70067,0.51889566,70086,0.51903637
2025-09,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,78,7,0.08974359,7,0.08974359,7,0.08974359
2025-09,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,6427,952,0.1481251,3327,0.51765987,3327,0.51765987
2025-09,TikTok,STATEMENT_CATEGORY_SELF_HARM,11608,10977,0.94564094,7894,0.68004824,7894,0.68004824
2025-09,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,6893,6734,0.97693312,6032,0.87509067,6032,0.87509067
2025-09,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,33,0,0.0,0,0.0,0,0.0
2025-09,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,303,0,0.0,0,0.0,0,0.0
2025-09,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,3232740,3193412,0.98783447,2954271,0.91385976,3166380,0.97947252
2025-09,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,4960423,4959770,0.99986836,8626,0.00173896,10626,0.00214216
2025-09,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,6234,6036,0.96823869,6,0.00096246,5955,0.95524543
2025-09,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,100871,98017,0.97170644,31957,0.31681058,31957,0.31681058
2025-09,YouTube,STATEMENT_CATEGORY_VIOLENCE,3443,3343,0.97095556,647,0.18791751,647,0.18791751
2025-09,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,6248,3649,0.58402689,0,0.0,3644,0.58322663
2025-09,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,81848,81843,0.99993891,0,0.0,81843,0.99993891
2025-09,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,486698,460553,0.94628086,310869,0.63873079,310869,0.63873079
2025-09,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,573985,566952,0.98774707,485900,0.8465378,485900,0.8465378
2025-09,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,30282,1756,0.05798824,61,0.0020144,21449,0.70830857
2025-09,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,16,4,0.25,0,0.0,0,0.0
2025-09,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,182,15,0.08241758,0,0.0,0,0.0
2025-09,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,34,0,0.0,0,0.0,0,0.0
2025-09,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,1603648,1358560,0.84716846,0,0.0,1358560,0.84716846
2025-09,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,5292175,5266012,0.99505629,0,0.0,5266012,0.99505629
2025-09,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,75458,42882,0.56828964,0,0.0,42882,0.56828964
2025-09,Instagram,STATEMENT_CATEGORY_VIOLENCE,152134,133423,0.87700974,0,0.0,133423,0.87700974
2025-09,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,1019099,1018294,0.99921009,0,0.0,1018294,0.99921009
2025-09,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,112510,94252,0.83772109,0,0.0,94252,0.83772109
2025-09,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,64986,55780,0.85833872,0,0.0,55780,0.85833872
2025-09,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,29053,13566,0.46693973,0,0.0,13566,0.46693973
2025-09,Instagram,STATEMENT_CATEGORY_SELF_HARM,11546,6053,0.52425082,0,0.0,6053,0.52425082
2025-09,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,18083,12069,0.66742244,0,0.0,12069,0.66742244
2025-10,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,30724397,30004676,0.97657493,28193706,0.91763253,28193855,0.91763737
2025-10,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,551826,532640,0.96523179,464146,0.84110934,464152,0.84112021
2025-10,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,7456144,7317611,0.98142029,7210143,0.96700694,7210143,0.96700694
2025-10,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,2162945,2150335,0.99416999,2133789,0.98652023,2133789,0.98652023
2025-10,TikTok,STATEMENT_CATEGORY_VIOLENCE,1071825,1046441,0.97631703,1001431,0.93432323,1001431,0.93432323
2025-10,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,258295,253053,0.97970538,252113,0.97606613,252113,0.97606613
2025-10,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,907692,827456,0.91160438,452463,0.49847636,452538,0.49855898
2025-10,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,359,26,0.0724234,26,0.0724234,26,0.0724234
2025-10,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,46027,12612,0.27401308,25328,0.5502857,25331,0.55035088
2025-10,TikTok,STATEMENT_CATEGORY_SELF_HARM,72635,68533,0.94352585,47225,0.65016865,47225,0.65016865
2025-10,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,48634,47562,0.97795781,42176,0.86721224,42176,0.86721224
2025-10,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,200,0,0.0,0,0.0,0,0.0
2025-10,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,1203,0,0.0,0,0.0,0,0.0
2025-10,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,3806483,3763151,0.98861626,3412931,0.89661007,3682248,0.96736226
2025-10,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,3516855,3516106,0.99978703,6901,0.00196226,10723,0.00304903
2025-10,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,5651,5528,0.97823394,4,0.00070784,5509,0.9748717
2025-10,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,50270,50144,0.99749353,6502,0.12934156,6502,0.12934156
2025-10,YouTube,STATEMENT_CATEGORY_VIOLENCE,3335,3233,0.96941529,990,0.29685157,990,0.29685157
2025-10,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,6955,4396,0.63206326,0,0.0,4391,0.63134436
2025-10,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,61612,61610,0.99996754,0,0.0,61607,0.99991885
2025-10,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,555873,544284,0.97915171,423917,0.76261484,423917,0.76261484
2025-10,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,694504,688149,0.99084958,667140,0.96059922,667140,0.96059922
2025-10,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,31807,4193,0.13182633,20,0.00062879,23477,0.73810796
2025-10,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,51,28,0.54901961,0,0.0,0,0.0
2025-10,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,185,10,0.05405405,0,0.0,0,0.0
2025-10,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,79,0,0.0,0,0.0,0,0.0
2025-10,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,1742223,1482925,0.85116831,0,0.0,1482925,0.85116831
2025-10,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,7105666,7080222,0.9964192,0,0.0,7080222,0.9964192
2025-10,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,74418,37553,0.50462254,0,0.0,37553,0.50462254
2025-10,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,16,14,0.875,0,0.0,14,0.875
2025-10,Instagram,STATEMENT_CATEGORY_VIOLENCE,148843,128900,0.86601318,0,0.0,128900,0.86601318
2025-10,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,1065287,1064201,0.99898056,0,0.0,1064201,0.99898056
2025-10,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,127802,109457,0.85645765,0,0.0,109457,0.85645765
2025-10,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,59823,51400,0.85920131,0,0.0,51400,0.85920131
2025-10,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,30412,15469,0.5086479,0,0.0,15469,0.5086479
2025-10,Instagram,STATEMENT_CATEGORY_SELF_HARM,15765,9818,0.62277196,0,0.0,9818,0.62277196
2025-10,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,17801,12096,0.67951239,0,0.0,12096,0.67951239
2025-11,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,14434828,14043347,0.97287941,13810470,0.95674642,13810509,0.95674912
2025-11,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,239916,201826,0.8412361,181623,0.75702746,181625,0.7570358
2025-11,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,2168671,2120567,0.97781867,2083985,0.96095028,2083985,0.96095028
2025-11,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,861052,856970,0.99525929,850014,0.9871808,850014,0.9871808
2025-11,TikTok,STATEMENT_CATEGORY_VIOLENCE,335230,326623,0.97432509,314302,0.93757122,314302,0.93757122
2025-11,TikTok,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,95857,94540,0.98626078,94501,0.98585393,94501,0.98585393
2025-11,TikTok,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,295791,277293,0.9374626,152489,0.51552955,152499,0.51556335
2025-11,TikTok,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,72,13,0.18055556,13,0.18055556,13,0.18055556
2025-11,TikTok,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,17851,8665,0.48540698,14830,0.83076578,14832,0.83087782
2025-11,TikTok,STATEMENT_CATEGORY_SELF_HARM,25856,24119,0.93282024,17420,0.67373144,17420,0.67373144
2025-11,TikTok,STATEMENT_CATEGORY_ANIMAL_WELFARE,21979,21572,0.98148232,19696,0.89612812,19696,0.89612812
2025-11,TikTok,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,25,0,0.0,0,0.0,0,0.0
2025-11,TikTok,STATEMENT_CATEGORY_CYBER_VIOLENCE,100,0,0.0,0,0.0,0,0.0
2025-11,YouTube,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,2830834,2798083,0.98843062,2550093,0.90082746,2766425,0.97724734
2025-11,YouTube,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,7728746,7728208,0.99993039,6068,0.00078512,8588,0.00111118
2025-11,YouTube,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,4469,4293,0.96061759,0,0.0,4232,0.946968
2025-11,YouTube,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,12375,12262,0.99086869,5470,0.4420202,5470,0.4420202
2025-11,YouTube,STATEMENT_CATEGORY_VIOLENCE,4455,4387,0.98473625,2312,0.51896745,2312,0.51896745
2025-11,YouTube,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,6944,4673,0.67295507,0,0.0,4670,0.67252304
2025-11,YouTube,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,57862,57859,0.99994815,0,0.0,57859,0.99994815
2025-11,YouTube,STATEMENT_CATEGORY_CONSUMER_INFORMATION,819462,808262,0.9863325,516178,0.62989864,516178,0.62989864
2025-11,YouTube,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,680606,675030,0.9918073,640103,0.9404898,640103,0.9404898
2025-11,YouTube,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,31061,3266,0.10514793,14,0.00045073,22983,0.7399311
2025-11,YouTube,STATEMENT_CATEGORY_ANIMAL_WELFARE,5,1,0.2,0,0.0,0,0.0
2025-11,YouTube,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,203,5,0.02463054,0,0.0,0,0.0
2025-11,YouTube,STATEMENT_CATEGORY_CYBER_VIOLENCE,105,0,0.0,0,0.0,0,0.0
2025-11,Instagram,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,1462500,1262852,0.86348855,0,0.0,1262852,0.86348855
2025-11,Instagram,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,6235151,6221035,0.99773606,0,0.0,6221035,0.99773606
2025-11,Instagram,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,29469,18667,0.63344532,0,0.0,18667,0.63344532
2025-11,Instagram,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,1,0,0.0,0,0.0,0,0.0
2025-11,Instagram,STATEMENT_CATEGORY_VIOLENCE,132731,125120,0.94265846,0,0.0,125120,0.94265846
2025-11,Instagram,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,1122708,1122074,0.99943529,0,0.0,1122074,0.99943529
2025-11,Instagram,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,120903,109565,0.90622234,0,0.0,109565,0.90622234
2025-11,Instagram,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,29645,24658,0.83177602,0,0.0,24658,0.83177602
2025-11,Instagram,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,26585,7294,0.27436524,0,0.0,7294,0.27436524
2025-11,Instagram,STATEMENT_CATEGORY_SELF_HARM,6410,3644,0.56848674,0,0.0,3644,0.56848674
2025-11,Instagram,STATEMENT_CATEGORY_CYBER_VIOLENCE,10195,8147,0.79911721,0,0.0,8147,0.79911721
2025-12,TikTok,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,15325726,14562047,0.95017013,13845634,0.90342435,13845787,0.90343433
2025-12,TikTok,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,426416,389295,0.91294651,345413,0.81003762,345443,0.81010797
2025-12,TikTok,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,2499150,2391130,0.9567773,2298269,0.91962027,2298272,0.91962147
2025-12,TikTok,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,1344391,1329616,0.98900989,1313170,0.97677685,1313170,0.97677685
2025-12,TikTok,STATEMENT_CATEGORY_VIOLENCE,425234,409627,0.96329785,385826,0.90732632,385828,0.90733102
